Word_ID,Word,Valence_Mean,Valence_SD,Valence_N,Arousal_Mean,Arousal_SD,Arousal_N,Men_Valence_Mean,Men_Valence_SD,Men_Valence_N,Women_Valence_Mean,Women_Valence_SD,Women_Valence_N,Men_Arousal_Mean,Men_Arousal_SD,Men_Arousal_N,Women_Arousal_Mean,Women_Arousal_SD,Women_Arousal_N,NOM,subTF,NOS,AOA,Compositionality,Concreteness,EER,Familiarity,Imageability,SER,sF,sNOM,ST,RT (ms),log_subTF,Exclusion_Reason,Candidate_Status
429,便宜,0.5,0.91,26,2.85,0.93,20,0.0,0.89,11,0.87,0.74,15,2.63,1.06,8,3.0,0.85,12,4,662,17,1.666666667,4.0,4.636363636,4.75,6.590909091,4.2,4.6875,5.928571429,1.538461538,5.714285714,552.6966667,2.821513528404773,外部常模义项数>2,excluded
430,变革,0.88,1.14,26,2.71,0.85,21,1.09,1.04,11,0.73,1.22,15,2.75,0.75,12,2.67,1.0,9,1,56,17,3.923076923,5.615384615,4.272727273,2.583333333,5.363636364,6.545454545,3.1875,2.692307692,1.285714286,5.0,650.637037,1.7558748556724915,,excluded
431,变化,0.42,0.7,26,2.09,1.02,22,0.45,0.82,11,0.4,0.63,15,2.0,1.04,12,2.2,1.03,10,2,978,12,1.571428571,5.538461538,3.785714286,3.2,6.318181818,3.8,3.625,4.625,1.466666667,6.4,513.9827586,2.9907826918031377,,excluded
435,变迁,-0.16,0.8,25,1.92,1.06,26,-0.31,0.63,13,0.0,0.95,12,2.08,1.26,13,1.77,0.83,13,1,23,14,3.071428571,4.615384615,3.142857143,4.0,6.090909091,4.333333333,4.4375,2.875,1.266666667,5.5,694.7956522,1.380211241711606,,excluded
441,辨认,0.38,0.7,26,1.77,0.92,22,0.2,0.63,10,0.5,0.73,16,1.7,1.06,10,1.83,0.83,12,1,182,20,2.333333333,5.230769231,3.928571429,3.357142857,5.909090909,3.214285714,2.9375,2.714285714,1.214285714,5.466666667,572.8384615,2.2624510897304293,,excluded
443,辩护,0.28,0.57,18,2.33,1.11,27,0.0,0.58,7,0.45,0.52,11,2.5,0.76,8,2.26,1.24,19,2,489,23,2.8,4.928571429,3.846153846,3.769230769,5.476190476,2.916666667,3.882352941,2.214285714,1.4375,5.466666667,595.2555556,2.690196080028514,,excluded
444,辩论,0.31,0.62,26,2.3,1.22,23,0.38,0.65,13,0.23,0.6,13,2.0,0.82,7,2.44,1.36,16,2,165,22,3.090909091,5.571428571,5.066666667,4.2,5.0,5.333333333,4.529411765,4.4375,1.666666667,5.333333333,602.9125,2.220108088040055,,excluded
445,标本,0.08,0.58,24,1.46,0.99,26,0.0,0.45,11,0.15,0.69,13,1.43,0.79,7,1.47,1.07,19,3,58,14,3.066666667,4.133333333,5.9375,2.666666667,4.636363636,4.153846154,3.642857143,2.1875,1.533333333,4.769230769,574.3821429,1.7708520116421442,外部常模义项数>2,excluded
446,标点,0.05,0.49,22,1.43,1.21,21,0.0,0.0,8,0.07,0.62,14,1.83,1.34,12,0.89,0.78,9,2,9,18,3.2,3.666666667,6.307692308,2.153846154,6.090909091,6.230769231,2.666666667,4.384615385,1.6875,5.555555556,545.2666667,1.0,,excluded
451,标题,0.15,0.53,27,1.22,1.17,18,0.25,0.68,16,0.0,0.0,11,1.6,1.17,10,0.75,1.04,8,1,130,24,2.285714286,4.615384615,4.714285714,3.428571429,6.5,5.833333333,3.4,5.214285714,1.538461538,4.5,584.6296296,2.1172712956557644,,excluded
452,标语,0.75,1.02,20,1.18,0.94,28,1.0,1.29,7,0.62,0.87,13,1.0,0.87,9,1.26,0.99,19,1,91,18,2.071428571,3.0,6.214285714,2.333333333,5.590909091,4.083333333,3.764705882,3.571428571,1.384615385,6.25,643.4884615,1.9637878273455553,,excluded
453,标志,0.24,0.83,25,1.67,1.07,27,0.0,0.93,8,0.35,0.79,17,1.89,1.17,9,1.56,1.04,18,2,504,16,2.25,4.363636364,5.25,3.294117647,5.0,3.266666667,3.588235294,4.2,2.0,5.4375,563.4333333,2.7032913781186614,,excluded
454,标准,0.67,1.11,27,2.04,1.04,24,0.82,1.33,11,0.56,0.96,16,1.92,1.0,12,2.17,1.11,12,2,835,19,3.266666667,4.071428571,4.0,3.461538462,5.909090909,5.666666667,2.294117647,4.714285714,1.5,4.866666667,571.6884615,2.9222062774390163,,excluded
462,表面,-0.07,0.68,27,1.83,0.98,23,0.0,0.94,10,-0.12,0.49,17,1.73,1.01,11,1.92,1.0,12,3,526,17,2.818181818,3.846153846,4.545454545,3.538461538,5.523809524,3.8,3.0,4.2,1.615384615,5.461538462,560.8333333,2.7218106152125467,外部常模义项数>2,excluded
464,表情,0.26,0.54,23,1.75,0.99,24,0.2,0.42,10,0.31,0.63,13,2.27,1.1,11,1.31,0.63,13,2,1008,19,2.153846154,3.846153846,5.5,3.928571429,5.954545455,5.6,5.294117647,5.1875,1.466666667,5.1875,513.09,3.0038911662369103,,excluded
465,表示,0.35,0.83,23,2.0,0.94,26,0.15,0.55,13,0.6,1.07,10,2.36,0.81,11,1.73,0.96,15,3,1282,13,1.583333333,4.571428571,3.533333333,3.214285714,4.857142857,3.5,2.6,4.133333333,1.6,5.2,585.9066667,3.1082266563749283,外部常模义项数>2,excluded
466,表现,0.38,0.75,26,2.31,0.93,26,0.36,0.67,11,0.4,0.83,15,1.82,1.17,11,2.67,0.49,15,3,2508,16,1.8,5.071428571,4.642857143,4.25,6.0,4.4375,3.6875,4.666666667,1.666666667,5.3125,550.1791667,3.3995006613146104,外部常模义项数>2,excluded
468,表演,0.33,0.96,24,2.12,1.28,26,0.21,0.97,14,0.5,0.97,10,2.13,0.99,8,2.11,1.41,18,2,1590,22,2.416666667,3.181818182,6.0,3.266666667,6.318181818,5.692307692,4.916666667,4.5,2.0625,5.833333333,540.2615385,3.2016701796465816,,excluded
470,表扬,2.16,0.69,25,3.33,0.68,27,2.08,0.67,12,2.23,0.73,13,3.14,0.69,7,3.4,0.68,20,1,114,14,2.166666667,4.230769231,4.214285714,3.714285714,5.954545455,4.642857143,4.3125,3.923076923,1.533333333,5.533333333,575.8111111,2.060697840353612,,selected
476,别扭,-1.05,0.51,20,2.18,1.02,28,-0.86,0.38,7,-1.15,0.55,13,2.0,0.87,9,2.26,1.1,19,5,134,14,2.8,3.333333333,4.666666667,3.428571429,5.090909091,5.2,3.470588235,4.785714286,1.615384615,5.909090909,672.4583333,2.130333768495006,外部常模义项数>2,excluded
482,宾馆,-0.24,0.6,25,1.3,1.07,27,-0.38,0.74,8,-0.18,0.53,17,1.67,1.32,9,1.11,0.9,18,1,200,21,1.636363636,4.785714286,6.066666667,3.933333333,5.818181818,7.0,4.882352941,4.8125,1.545454545,6.466666667,590.9321429,2.303196057420489,,excluded
504,饼干,0.39,0.72,23,1.62,0.9,29,0.0,0.0,11,0.75,0.87,12,1.5,0.93,8,1.67,0.91,21,1,590,12,1.538461538,4.666666667,6.571428571,4.0,6.363636364,5.083333333,5.25,4.833333333,1.357142857,6.153846154,607.575,2.7715874808812555,,excluded
515,病人,-0.79,0.72,24,2.29,0.95,24,-0.63,0.52,8,-0.88,0.81,16,2.57,0.65,14,1.9,1.2,10,1,983,12,1.333333333,4.333333333,5.076923077,3.466666667,6.409090909,5.0,4.25,3.0,1.333333333,6.454545455,577.8285714,2.9929950984313414,疾病/疼痛/损伤相关,excluded
526,波浪,0.26,0.62,23,1.7,1.03,27,0.5,0.76,8,0.13,0.52,15,2.11,1.45,9,1.5,0.71,18,1,57,18,2.857142857,5.0,5.666666667,2.571428571,6.045454545,4.0,4.176470588,3.642857143,1.933333333,5.5,599.044,1.7634279935629373,,excluded
529,玻璃,-0.17,0.48,24,1.84,1.21,25,-0.3,0.67,10,-0.07,0.27,14,1.86,1.07,7,1.83,1.29,18,1,708,23,1.75,3.666666667,5.153846154,2.466666667,6.272727273,2.777777778,5.4375,3.571428571,1.333333333,6.272727273,623.1214286,2.8506462351830666,,excluded
532,剥削,-2.09,0.68,22,2.69,1.09,26,-2.07,0.7,15,-2.14,0.69,7,2.64,1.22,14,2.75,0.97,12,1,64,19,3.285714286,5.733333333,4.428571429,3.0,4.818181818,5.714285714,2.9375,4.0,1.75,5.230769231,670.0954545,1.8129133566428555,,excluded
533,脖子,0.1,0.31,20,1.07,0.92,27,0.14,0.38,7,0.08,0.28,13,1.0,0.87,9,1.11,0.96,18,1,909,14,1.466666667,4.466666667,6.4,2.470588235,5.863636364,5.384615385,3.6875,4.588235294,1.384615385,5.823529412,571.9296296,2.9590413923210934,,excluded
538,伯父,0.52,0.94,27,1.48,0.92,25,0.64,1.03,11,0.44,0.89,16,1.5,0.73,16,1.44,1.24,9,2,20,11,1.428571429,4.384615385,6.285714286,2.4,5.181818182,5.6,3.8125,3.0,1.266666667,5.5625,652.0153846,1.3222192947339193,,excluded
540,驳斥,-1.12,1.24,25,2.42,1.1,26,-0.45,1.29,11,-1.64,0.93,14,2.45,1.37,11,2.4,0.91,15,1,11,12,3.428571429,5.5625,4.266666667,3.214285714,6.545454545,5.166666667,4.294117647,3.714285714,1.533333333,4.75,751.24375,1.0791812460476249,,excluded
547,博士,1.52,0.96,25,2.48,1.05,25,1.83,0.83,12,1.23,1.01,13,2.08,1.08,12,2.85,0.9,13,1,889,15,3.214285714,2.692307692,6.285714286,2.733333333,5.727272727,5.833333333,4.470588235,4.142857143,1.384615385,6.333333333,597.736,2.949390006644913,明显多义或语境依赖,excluded
559,薄弱,-0.93,0.83,27,1.4,0.91,25,-0.91,1.14,11,-0.94,0.57,16,1.5,1.09,12,1.31,0.75,13,1,66,26,2.933333333,4.2,4.066666667,3.6,5.454545455,4.153846154,2.928571429,2.875,1.666666667,4.307692308,637.068,1.8260748027008264,,excluded
561,补偿,0.77,1.11,22,2.7,0.87,27,0.67,1.37,6,0.81,1.05,16,2.38,0.74,8,2.84,0.9,19,1,581,18,3.2,4.266666667,4.6875,4.214285714,5.272727273,3.692307692,2.857142857,3.5,1.733333333,4.538461538,602.6703704,2.7649229846498886,,excluded
562,补充,0.77,0.81,22,1.69,0.97,26,0.83,0.83,12,0.7,0.82,10,1.71,0.99,14,1.67,0.98,12,2,268,13,2.4,4.461538462,3.166666667,3.0,5.761904762,4.692307692,2.647058824,4.769230769,1.375,5.642857143,584.7666667,2.429752280002408,,excluded
566,补习,0.25,0.74,24,1.58,1.1,24,0.38,0.52,8,0.19,0.83,16,1.57,1.16,14,1.6,1.07,10,1,27,10,2.066666667,3.2,5.333333333,2.833333333,6.863636364,4.6,3.875,4.785714286,1.461538462,6.0,598.18,1.4471580313422192,,excluded
575,捕捉,-0.17,0.78,23,2.3,1.18,23,-0.17,0.83,12,-0.18,0.75,11,1.71,1.38,7,2.56,1.03,16,2,127,20,3.0,3.454545455,4.615384615,2.384615385,5.761904762,5.384615385,3.8,3.615384615,1.625,5.333333333,569.768,2.1072099696478683,,excluded
576,不安,-1.4,0.5,20,2.75,1.11,28,-1.57,0.53,7,-1.31,0.48,13,3.0,1.0,9,2.63,1.16,19,1,599,10,1.9,2.083333333,4.933333333,4.142857143,6.095238095,4.4,4.470588235,4.714285714,1.769230769,5.727272727,616.9037037,2.7781512503836434,含否定成分,excluded
581,不对,-0.88,0.78,25,1.96,1.04,26,-0.93,0.88,15,-0.8,0.63,10,2.25,1.06,12,1.71,0.99,14,2,1120,9,2.357142857,3.333333333,4.0,4.714285714,6.636363636,4.571428571,2.666666667,5.75,2.071428571,5.9375,582.9178571,3.049605612594973,含否定成分,excluded
590,不久,0.11,0.51,27,1.4,0.91,25,0.09,0.54,11,0.13,0.5,16,1.5,1.0,12,1.31,0.85,13,2,738,7,2.153846154,3.583333333,3.181818182,2.538461538,6.0,3.818181818,1.764705882,4.384615385,1.615384615,4.818181818,542.7285714,2.8686444383948255,含否定成分,excluded
594,不良,-1.65,0.69,26,1.96,1.02,25,-1.43,0.53,7,-1.74,0.73,19,2.15,1.07,13,1.75,0.97,12,1,242,11,2.0,3.285714286,5.142857143,3.5,4.727272727,4.625,4.125,4.0,1.533333333,4.75,647.1185185,2.385606273598312,含否定成分,excluded
597,不满,-1.5,1.02,34,2.57,1.04,23,-1.62,0.65,13,-1.43,1.21,21,2.67,1.05,15,2.38,1.06,8,1,223,17,2.333333333,4.285714286,3.6,4.75,5.681818182,5.538461538,4.0,4.923076923,1.615384615,4.818181818,659.3384615,2.3502480183341627,含否定成分,excluded
607,不幸,-1.92,1.09,26,2.43,1.33,21,-1.69,1.38,13,-2.15,0.69,13,2.4,1.17,10,2.45,1.51,11,2,1605,12,1.866666667,2.866666667,3.666666667,4.176470588,6.136363636,3.846153846,3.875,4.588235294,1.538461538,5.470588235,629.8346154,3.205745540942662,含否定成分,excluded
608,不朽,1.77,1.03,26,2.3,1.38,20,1.73,1.27,11,1.8,0.86,15,2.13,1.55,8,2.42,1.31,12,2,65,10,4.2,3.181818182,3.307692308,3.4375,4.19047619,5.833333333,3.529411765,2.357142857,1.416666667,3.833333333,675.2730769,1.8195439355418688,含否定成分,excluded
620,布局,0.33,1.17,24,1.96,1.2,24,0.5,1.02,14,0.1,1.37,10,2.8,0.92,10,1.36,1.01,14,1,42,12,3.266666667,4.0,3.4,3.333333333,3.842105263,4.583333333,3.058823529,2.214285714,1.466666667,4.4,640.1142857,1.6334684555795864,,excluded
626,布置,0.32,0.78,22,1.54,1.14,24,0.53,0.83,15,-0.14,0.38,7,1.77,1.24,13,1.27,1.01,11,2,361,18,2.333333333,5.4,3.916666667,2.818181818,6.19047619,3.8,2.875,4.285714286,1.461538462,5.076923077,526.7666667,2.558708570533166,,excluded
628,步伐,0.56,0.96,25,1.54,0.71,26,0.53,0.92,15,0.6,1.07,10,1.67,0.65,12,1.43,0.76,14,3,113,13,2.5625,5.466666667,5.307692308,3.0625,5.363636364,4.75,3.25,3.1875,1.428571429,5.928571429,650.0740741,2.0569048513364727,外部常模义项数>2,excluded
630,步骤,0.13,0.34,24,1.62,1.02,26,0.07,0.27,14,0.2,0.42,10,1.62,1.12,13,1.62,0.96,13,1,104,24,2.714285714,3.933333333,4.6,3.133333333,6.19047619,5.071428571,2.75,3.8,1.266666667,5.4375,613.6285714,2.0211892990699383,,excluded
631,部分,0.0,0.0,23,1.15,0.92,26,0.0,0.0,8,0.0,0.0,15,1.22,1.2,9,1.12,0.78,17,1,2783,14,2.416666667,3.866666667,3.285714286,2.533333333,6.954545455,4.3,1.941176471,4.5,1.333333333,5.25,537.5269231,3.4446692309385245,,excluded
633,部门,0.23,0.71,26,1.71,1.15,21,0.2,0.79,10,0.25,0.68,16,1.56,1.24,9,1.83,1.11,12,1,952,13,3.538461538,3.153846154,6.0,3.066666667,5.772727273,3.307692308,2.384615385,3.461538462,1.470588235,5.5,588.1,2.979092900638326,,excluded
634,部署,0.62,0.75,26,1.93,1.16,29,0.89,0.78,9,0.47,0.72,17,2.25,0.62,12,1.71,1.4,17,1,139,23,3.285714286,5.285714286,3.8125,3.466666667,4.545454545,5.416666667,2.647058824,2.466666667,1.6875,5.384615385,667.2,2.146128035678238,,excluded
640,猜想,-0.36,1.08,25,1.88,0.88,25,-0.38,1.45,13,-0.33,0.49,12,1.85,0.55,13,1.92,1.16,12,1,238,24,2.428571429,4.8125,4.8,3.214285714,5.818181818,6.0,2.705882353,5.0,1.666666667,5.5,586.4518519,2.3783979009481375,,excluded
645,才能,1.77,0.87,22,2.25,1.11,28,1.7,1.06,10,1.83,0.72,12,2.5,1.02,14,2.0,1.18,14,2,245,13,2.714285714,5.6,3.928571429,4.5,6.19047619,3.857142857,3.6875,4.6875,1.933333333,5.307692308,534.5222222,2.3909351071033793,,excluded
647,材料,0.12,0.33,25,1.42,1.03,26,0.09,0.3,11,0.14,0.36,14,1.44,0.81,16,1.4,1.35,10,4,525,17,2.727272727,6.214285714,6.066666667,4.285714286,5.80952381,5.222222222,4.352941176,3.625,1.909090909,5.866666667,555.4038462,2.7209857441537393,外部常模义项数>2,excluded
648,财产,0.67,1.0,27,3.0,0.75,26,0.73,1.01,11,0.63,1.02,16,2.94,0.77,16,3.1,0.74,10,1,624,13,2.9,6.571428571,5.933333333,3.733333333,6.318181818,5.333333333,4.882352941,4.6875,1.818181818,5.6,584.5,2.7958800173440754,,excluded
649,财富,1.46,0.9,26,3.04,1.0,26,1.29,0.95,7,1.53,0.9,19,3.0,1.29,13,3.08,0.64,13,1,330,19,1.928571429,6.866666667,5.8125,4.384615385,6.19047619,4.461538462,4.6,4.571428571,1.533333333,4.769230769,582.1576923,2.519827993775719,,excluded
653,财务,0.2,0.41,25,2.73,0.96,26,0.2,0.42,10,0.2,0.41,15,3.0,0.76,8,2.61,1.04,18,1,223,12,2.923076923,4.25,5.071428571,2.857142857,6.5,4.583333333,3.0625,4.166666667,1.4,5.076923077,547.9821429,2.3502480183341627,,excluded
654,财政,0.38,0.71,24,2.38,1.36,21,0.45,0.82,11,0.31,0.63,13,2.91,1.04,11,1.8,1.48,10,1,194,16,3.75,3.8,4.25,2.75,4.454545455,5.0,3.125,2.6875,1.625,4.857142857,643.2962963,2.290034611362518,,excluded
666,采取,0.42,0.93,24,2.21,1.4,19,0.58,1.0,12,0.25,0.87,12,2.08,1.51,12,2.43,1.27,7,1,724,16,1.923076923,4.714285714,2.307692308,2.625,5.545454545,3.583333333,2.823529412,4.266666667,1.538461538,4.8,563.4857143,2.8603380065709936,,excluded
667,采用,0.72,0.84,29,1.84,1.26,19,0.63,0.74,8,0.76,0.89,21,1.63,1.3,8,2.0,1.26,11,1,232,13,2.384615385,4.923076923,3.785714286,3.4,5.409090909,5.769230769,2.923076923,3.230769231,1.266666667,5.571428571,614.464,2.367355921026019,,excluded
682,参加,0.63,0.79,32,2.26,1.14,23,0.58,0.67,12,0.65,0.88,20,2.53,1.19,15,1.75,0.89,8,2,3191,13,2.428571429,4.6875,4.25,5.071428571,6.181818182,3.357142857,2.733333333,5.375,1.571428571,6.125,551.762963,3.5040628826786917,,excluded
684,参考,0.55,0.91,22,1.67,1.09,24,0.6,1.06,15,0.43,0.53,7,1.69,1.03,13,1.64,1.21,11,2,153,14,3.0,3.642857143,2.8,2.923076923,6.227272727,5.0,3.058823529,4.642857143,1.625,4.933333333,560.7291667,2.187520720836463,,excluded
685,参谋,0.54,1.3,26,2.1,1.18,21,0.73,0.9,11,0.4,1.55,15,2.0,1.18,11,2.2,1.23,10,3,34,19,2.846153846,4.066666667,4.285714286,3.133333333,5.095238095,5.4,2.294117647,2.6875,1.866666667,5.3125,645.9,1.5440680443502757,外部常模义项数>2,excluded
689,参与,0.76,0.97,25,2.48,1.23,25,0.71,0.91,14,0.82,1.08,11,2.36,1.29,11,2.57,1.22,14,1,1284,11,1.8,4.285714286,4.0,4.066666667,6.863636364,3.615384615,2.714285714,4.5,1.666666667,6.0,595.148,3.1089031276673134,,excluded
694,餐厅,0.11,0.32,27,1.78,1.17,23,0.15,0.38,13,0.07,0.27,14,1.78,1.39,9,1.79,1.05,14,1,797,20,1.692307692,4.153846154,6.071428571,4.333333333,6.136363636,6.615384615,4.307692308,5.230769231,1.235294118,6.642857143,606.0178571,2.9020028913507296,,excluded
700,残酷,-1.61,1.07,28,3.09,0.85,23,-1.64,0.93,14,-1.57,1.22,14,2.89,0.78,9,3.21,0.89,14,1,461,23,3.142857143,5.0,4.285714286,4.8,6.090909091,4.533333333,4.8125,4.625,1.466666667,5.3125,610.776,2.6646419755561257,疾病/疼痛/损伤相关,excluded
705,残余,-0.89,0.7,27,0.96,0.72,26,-1.18,0.6,11,-0.69,0.7,16,1.13,0.81,16,0.7,0.48,10,1,69,16,2.357142857,4.625,3.9375,3.285714286,5.80952381,4.0,3.0,3.266666667,1.571428571,5.0,641.4583333,1.845098040014257,疾病/疼痛/损伤相关,excluded
710,灿烂,2.22,0.7,27,2.85,0.97,26,2.27,0.65,11,2.19,0.75,16,2.75,1.0,16,3.0,0.94,10,1,151,16,2.142857143,5.0,5.428571429,4.5,6.454545455,3.714285714,4.3125,3.9375,1.466666667,5.846153846,625.412,2.1818435879447726,,positive_pool
713,仓库,0.17,0.78,23,1.56,0.8,27,0.46,0.78,13,-0.2,0.63,10,1.57,0.76,14,1.54,0.88,13,1,360,11,2.1,3.583333333,6.266666667,2.357142857,5.428571429,4.5,2.823529412,3.5,1.846153846,6.727272727,549.9433333,2.5575072019056577,,excluded
717,苍白,-0.69,0.88,26,1.82,0.91,22,-0.64,1.12,11,-0.73,0.7,15,2.08,1.0,12,1.5,0.71,10,2,165,12,3.071428571,4.214285714,5.0625,3.6,6.19047619,4.583333333,4.529411765,3.2,1.5,5.384615385,554.5730769,2.220108088040055,,excluded
719,苍蝇,-1.38,0.97,24,2.15,1.12,26,-2.0,0.71,9,-1.0,0.93,15,1.88,1.36,8,2.28,1.02,18,1,205,21,3.0,4.416666667,6.384615385,3.230769231,6.454545455,4.769230769,4.866666667,3.230769231,1.375,6.444444444,641.1481481,2.3138672203691533,,excluded
723,操场,0.42,0.83,24,1.8,1.47,20,0.46,0.97,13,0.36,0.67,11,2.44,1.24,9,1.27,1.49,11,1,101,22,1.176470588,2.785714286,6.2,4.466666667,6.454545455,3.272727273,4.357142857,5.461538462,1.307692308,5.666666667,587.624,2.0086001717619175,,excluded
727,操纵,-0.92,0.89,26,2.85,1.08,26,-1.38,0.87,13,-0.46,0.66,13,2.54,1.27,13,3.15,0.8,13,2,334,23,4.0,4.181818182,3.384615385,2.625,6.0,3.666666667,3.588235294,3.071428571,1.416666667,4.75,663.5913043,2.525044807036845,,excluded
728,操作,0.2,0.52,20,1.79,1.07,28,0.29,0.49,7,0.15,0.55,13,1.44,0.73,9,1.95,1.18,19,1,356,23,2.266666667,4.285714286,5.142857143,4.0625,5.545454545,4.9375,4.266666667,4.6,1.4,4.375,561.3142857,2.552668216112193,,excluded
732,草地,0.71,0.98,28,1.45,1.14,22,0.5,0.85,14,0.93,1.07,14,1.0,1.0,5,1.59,1.18,17,1,141,15,1.692307692,5.25,6.214285714,4.142857143,7.0,5.083333333,5.125,4.25,1.214285714,6.307692308,579.5230769,2.1522883443830563,,excluded
744,侧面,0.08,0.72,24,1.46,0.78,24,-0.2,0.45,5,0.16,0.76,19,1.67,0.78,12,1.25,0.75,12,2,132,17,2.5,4.733333333,5.0,2.916666667,5.454545455,4.533333333,4.0,3.6875,1.416666667,4.9375,608.7851852,2.123851640967086,,excluded
746,厕所,-0.17,0.92,24,1.96,1.0,26,-0.43,1.02,14,0.2,0.63,10,2.1,1.1,10,1.88,0.96,16,1,1047,16,2.333333333,3.111111111,6.0,3.133333333,5.863636364,5.888888889,5.875,6.0,1.166666667,6.909090909,619.488,3.0203612826477078,,excluded
747,测定,0.07,0.62,27,1.33,1.03,18,0.22,0.67,9,0.0,0.59,18,1.2,1.03,10,1.5,1.07,8,1,33,17,2.3,4.0,2.833333333,3.615384615,5.285714286,3.833333333,2.823529412,4.538461538,1.125,5.357142857,593.7230769,1.5314789170422551,,excluded
748,测量,0.17,0.48,24,1.95,0.97,21,0.08,0.28,13,0.27,0.65,11,2.0,1.05,10,1.91,0.94,11,2,153,21,3.363636364,4.615384615,3.466666667,3.142857143,6.181818182,4.785714286,4.25,2.785714286,1.4,6.0,587.1407407,2.187520720836463,,excluded
749,测验,0.33,0.56,24,2.37,1.03,30,0.42,0.67,12,0.25,0.45,12,2.56,1.01,9,2.29,1.06,21,2,187,19,2.266666667,5.2,5.466666667,3.5625,6.363636364,5.0,4.3125,4.25,1.666666667,5.235294118,645.9954545,2.27415784926368,,excluded
752,策略,1.08,0.74,26,2.73,1.04,26,0.93,0.8,15,1.27,0.65,11,2.33,1.07,12,3.07,0.92,14,2,409,23,3.142857143,4.428571429,4.75,3.8,6.363636364,4.583333333,3.0,3.6,1.625,5.230769231,660.6814815,2.6127838567197355,,excluded
753,层次,0.37,0.74,27,1.2,1.11,20,0.38,0.77,13,0.36,0.74,14,1.4,1.34,5,1.13,1.06,15,2,133,13,2.928571429,3.5,3.642857143,3.714285714,5.285714286,4.916666667,2.866666667,4.285714286,2.0,5.4375,662.636,2.1271047983648077,,excluded
770,茶叶,0.17,0.56,24,1.96,1.18,26,0.0,0.5,9,0.27,0.59,15,1.75,1.16,8,2.06,1.21,18,1,39,14,1.466666667,4.266666667,6.6,3.117647059,5.454545455,2.846153846,4.625,4.352941176,1.230769231,6.0,581.425,1.6020599913279623,,excluded
774,诧异,-0.77,1.07,22,2.04,1.0,26,-0.67,0.98,15,-1.0,1.29,7,2.14,1.1,14,1.92,0.9,12,1,24,14,2.642857143,3.857142857,4.428571429,3.785714286,5.227272727,4.916666667,4.0,3.642857143,1.5,4.4375,664.0227273,1.3979400086720377,,excluded
775,差别,-0.33,0.56,24,2.0,0.98,26,-0.25,0.62,12,-0.42,0.51,12,1.71,0.76,7,2.11,1.05,19,1,215,16,2.428571429,4.933333333,3.846153846,3.214285714,6.05,6.0,3.375,4.8125,1.533333333,4.75,574.6125,2.3344537511509307,,excluded
782,差异,-0.2,0.58,25,1.84,1.03,25,-0.27,0.65,11,-0.14,0.53,14,1.67,1.23,12,2.0,0.82,13,1,84,15,2.428571429,4.9375,4.933333333,4.0,6.363636364,4.583333333,3.176470588,4.928571429,1.6,5.625,613.5307692,1.9294189257142926,,excluded
788,柴油,0.1,0.55,30,1.33,1.03,18,0.1,0.32,10,0.1,0.64,20,1.43,0.98,7,1.27,1.1,11,1,30,18,2.4,3.25,5.8,2.769230769,5.863636364,3.5,4.058823529,3.571428571,1.166666667,5.454545455,613.784,1.4913616938342726,,excluded
805,产品,0.18,0.55,28,1.41,1.05,22,0.07,0.27,14,0.29,0.73,14,2.4,1.14,5,1.12,0.86,17,1,476,15,2.466666667,4.0,5.0,3.0625,5.181818182,4.142857143,4.0,4.5625,1.666666667,5.882352941,532.1428571,2.678518379040114,,excluded
808,阐述,0.35,0.94,26,1.74,1.05,23,0.0,0.95,12,0.64,0.84,14,1.88,1.09,16,1.43,0.98,7,1,51,19,2.6,4.916666667,4.533333333,2.857142857,5.136363636,4.8,3.058823529,3.642857143,1.25,6.181818182,663.4782609,1.7160033436347992,,excluded
810,颤抖,-0.88,0.74,24,2.78,0.93,27,-0.86,0.69,7,-0.88,0.78,17,2.71,0.99,17,2.9,0.88,10,1,165,26,2.866666667,6.133333333,5.266666667,4.3125,6.181818182,2.785714286,5.0625,3.25,1.533333333,5.941176471,639.132,2.220108088040055,,excluded
817,长处,1.48,0.96,25,1.96,1.43,26,1.33,0.98,15,1.7,0.95,10,2.0,1.29,13,1.92,1.61,13,1,46,9,2.133333333,4.4,4.214285714,4.384615385,5.545454545,4.666666667,4.588235294,5.266666667,1.583333333,5.363636364,590.9115385,1.6720978579357175,,excluded
820,长度,0.08,0.41,24,1.48,1.26,25,0.0,0.0,14,0.2,0.63,10,1.38,1.5,13,1.58,1.0,12,1,97,13,1.307692308,3.714285714,4.583333333,2.5,5.545454545,5.416666667,4.058823529,5.0,1.666666667,5.6,509.188,1.9912260756924949,,excluded
821,长短,0.0,0.43,23,1.43,1.03,21,0.0,0.5,9,0.0,0.39,14,1.27,1.1,11,1.6,0.97,10,4,12,16,2.5,4.454545455,5.214285714,2.733333333,5.772727273,4.384615385,4.5,4.857142857,1.5,4.636363636,591.2115385,1.1139433523068367,外部常模义项数>2,excluded
827,长久,1.54,1.32,24,2.17,1.03,23,1.42,1.56,12,1.67,1.07,12,2.13,0.89,16,2.29,1.38,7,1,289,7,2.333333333,4.666666667,4.230769231,4.071428571,5.19047619,3.428571429,3.117647059,3.866666667,1.769230769,5.466666667,621.9833333,2.462397997898956,,excluded
